State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Perak,N.21,LINTANG,MADHI HASAN,PKR,6,20,29.98,0,L,KLH,0
Perak,N.21,LINTANG,USTAZ FAHMI,PAS,3,20,17.22,0,L,KLH,0
Perak,N.21,LINTANG,"DATO' HJ. MOHD ZOLKAFLY HJ. HARUN",BN,10,20,52.79,1,L,MNG,0
Perak,N.22,JALONG,LOH SZE YEE,PKR,16,22,71.17,1,L,MNG,0
Perak,N.22,JALONG,TAN LIAN HOE,BN,6,22,28.83,0,P,KLH,0
Perak,N.23,MANJOI,USTAZ HAFEZ SABRI,PAS,10,47,22.85,0,L,KLH,0
Perak,N.23,MANJOI,ASMUNI AWI,PKR,20,47,42.3,1,L,MNG,0
Perak,N.23,MANJOI,MOHAMAD ZIAD ZAINAL,BN,16,47,34.85,0,L,KLH,0
Perak,N.24,HULU KINTA,USTAZ SALLEH SAID,PAS,7,39,18.82,0,L,KLH,0
Perak,N.24,HULU KINTA,AMINUDDIN HANAFIAH,BN,14,39,35.61,0,L,KLH,0
Perak,N.24,HULU KINTA,MURUGIAH SUBRAMANIAM,BEBAS - GAJAH,217,39,0.55,0,L,HD,0
Perak,N.24,HULU KINTA,MUHAMAD ARAFAT,PKR,17,39,45.02,1,L,MNG,0
Perak,N.25,CANNING,JENNY CHOY TSI JEN,PKR,21,24,87.72,1,P,MNG,0
Perak,N.25,CANNING,LIEW KAR TUAN,BN,2,24,12.28,0,L,HD,0
Perak,N.26,TEBING TINGGI,TONY KHOO BOON CHUAN,BN,6,20,30.99,0,L,KLH,0
Perak,N.26,TEBING TINGGI,DR. AZIZ BARI,PKR,10,20,49.99,1,L,MNG,0
Perak,N.26,TEBING TINGGI,HAJI MAZLAN ISA,PAS,3,20,19.02,0,L,KLH,0
Perak,N.27,PASIR PINJI,NG KAI CHEONG,BN,2,25,9.44,0,L,HD,0
Perak,N.27,PASIR PINJI,HOWARD LEE CHUAN HOW,PKR,23,25,90.56,1,L,MNG,0
Perak,N.28,BERCHAM,AH NAN,BN,3,28,13.78,0,L,KLH,0
Perak,N.28,BERCHAM,ONG BOON PIOW,PKR,24,28,86.22,1,L,MNG,0
Perak,N.29,KEPAYANG,CHANG KOK AUN,BN,2,15,19.05,0,L,KLH,0
Perak,N.29,KEPAYANG,DR. KO CHUNG SEN,PKR,12,15,80.95,1,L,MNG,0
Perak,N.30,BUNTONG,T. THANGARANI,BN,2,21,12.47,0,P,HD,0
Perak,N.30,BUNTONG,SIVASUBRAMANIAM,PKR,18,21,83.74,1,L,MNG,0
Perak,N.30,BUNTONG,RANI RASIAH,PSM,813,21,3.78,0,P,HD,0
Perak,N.31,JELAPANG,CHEAH POU HIAN,PKR,16,19,86.27,1,L,MNG,0
Perak,N.31,JELAPANG,SARAS,PSM,944,19,4.81,0,P,HD,0
Perak,N.31,JELAPANG,THANKARAJ KRISHNAN,BN,1,19,8.93,0,L,HD,0
Perak,N.32,MENGLEMBU,WONG KAM SENG,BN,2,23,10.8,0,L,HD,0
Perak,N.32,MENGLEMBU,CHAW KAM FOON,PKR,20,23,88.13,1,L,MNG,0
Perak,N.32,MENGLEMBU,CHIN KWAI LEONG,PSM,248,23,1.07,0,L,HD,0
Perak,N.33,TRONOH,YONG CHOO KIONG,PKR,15,19,75.48,1,L,MNG,0
Perak,N.33,TRONOH,YUEN CHAN HOW,BN,4,19,22.85,0,L,KLH,0
Perak,N.33,TRONOH,CHIN KWAI HENG,PSM,333,19,1.67,0,L,HD,0
Perak,N.34,BUKIT CHANDAN,MASLIN SHAM BIN RAZMAN,BN,5,14,41.94,1,L,MNG,0
Perak,N.34,BUKIT CHANDAN,LAKSAMANA PERTAMA (B) MOHAMAD IMRAN BIN ABD HAMID,PKR,5,14,38.66,0,L,KLH,0
Perak,N.34,BUKIT CHANDAN,INTAN NORHANI BINTI MOHAMAD BASIR,PAS,2,14,19.4,0,P,KLH,0
Perak,N.35,MANONG,HAJI JAMIL,PAS,4,15,25.08,0,L,KLH,0
Perak,N.35,MANONG,HAJI MOHAMAD ISA JAAFAR,PKR,5,15,35.67,0,L,KLH,0
Perak,N.35,MANONG,MOHAMAD ZURAIMI RAZALI,BN,6,15,39.25,1,L,MNG,0
Perak,N.36,PENGKALAN BAHARU,HJ ZAKARIA BIN HASHIM,PAS,2,13,20.18,0,L,KLH,0
Perak,N.36,PENGKALAN BAHARU,MURAD ABDULLAH,PKR,4,13,34.02,0,L,KLH,0
Perak,N.36,PENGKALAN BAHARU,"DATO' ABD MANAF",BN,6,13,45.8,1,L,MNG,0
Perak,N.37,PANTAI REMIS,HO KEAN WEI,BN,5,23,22.14,0,L,KLH,0
Perak,N.37,PANTAI REMIS,WONG MAY ING,PKR,18,23,77.86,1,P,MNG,0
Perak,N.38,ASTAKA,TEOH YEE CHERN,PKR,18,22,83.8,1,L,MNG,0
Perak,N.38,ASTAKA,TENG KEEK SOONG,BN,3,22,16.2,0,L,KLH,0
Perak,N.39,BELANJA,KHAIRUDIN ABU HANIPAH,BN,5,11,49.4,1,L,MNG,0
Perak,N.39,BELANJA,USTAZ MOHD ZAHID,PAS,3,11,26.47,0,L,KLH,0
Perak,N.39,BELANJA,HAJI YAHANIS YAHYA,PKR,2,11,24.13,0,L,KLH,0
Perak,N.40,BOTA,AZRUL AZHAR,PKR,4,17,23.84,0,L,KLH,0
Perak,N.40,BOTA,UST. MUHD. ISMI MAT TAIB,PAS,5,17,32.74,0,L,KLH,0
Perak,N.40,BOTA,KHAIRUL SHAHRIL MOHAMED,BN,7,17,43.42,1,L,MNG,0
Perak,N.41,MALIM NAWAR,CHANG GWO CHYANG,BN,5,16,31.12,0,L,KLH,0
Perak,N.41,MALIM NAWAR,LEONG CHEOK KENG,PKR,11,16,67.6,1,L,MNG,0
Perak,N.41,MALIM NAWAR,BAWANI KS,PSM,213,16,1.28,0,P,HD,0
Perak,N.42,KERANJI,CHONG ZHEMIN,PKR,12,16,74.97,1,L,MNG,0
Perak,N.42,KERANJI,DANIEL WA WAI HOW,BN,4,16,25.03,0,L,KLH,0
Perak,N.43,TUALANG SEKAH,NOLEE RADZI,BN,8,19,44.74,1,P,MNG,0
Perak,N.43,TUALANG SEKAH,USTAZ HAJI MOHD SOFIAN BIN HAJI REJAB,PAS,3,19,16.14,0,L,KLH,0
Perak,N.43,TUALANG SEKAH,AZLAN HELMI,PKR,7,19,39.13,0,L,KLH,0
Perak,N.44,SUNGAI RAPAT,RADZI BIN ZAINON,PAS,4,25,17.89,0,L,KLH,0
Perak,N.44,SUNGAI RAPAT,"DATO' SERI NIZAR",PKR,12,25,48.04,1,L,MNG,0
Perak,N.44,SUNGAI RAPAT,DATUK HAMZAH BIN MOHD KASIM,BN,8,25,34.07,0,L,KLH,0
Perak,N.45,SIMPANG PULAI,MOHD ARIF ABD. LATIFF @ ARIF URUT,PAS,4,34,11.71,0,L,HD,0
Perak,N.45,SIMPANG PULAI,LIEW YEE LIN,BN,4,34,14.33,0,P,KLH,0
Perak,N.45,SIMPANG PULAI,TAN KAR HING,PKR,25,34,73.97,1,L,MNG,0
Perak,N.46,TEJA,ALBERT CHANG CHUN CHEUN,BN,6,18,32.87,0,L,KLH,0
Perak,N.46,TEJA,CIKGU MOKTHAR ABDULLAH,PAS,2,18,10.83,0,L,HD,0
Perak,N.46,TEJA,SANDREA NG,PKR,10,18,56.31,1,P,MNG,0
Perak,N.47,CHENDERIANG,CHOONG SHIN HENG,BN,7,17,44.79,0,L,KLH,0
Perak,N.47,CHENDERIANG,NORDIN BIN HASSAN,PAS,1,17,10.19,0,L,HD,0
Perak,N.47,CHENDERIANG,"AHMAD FAIZAL DATO' AZUMU",PKR,7,17,45.02,1,L,MNG,0
Perak,N.48,AYER KUNING,TAN SENG TOH,PKR,7,19,36.76,0,L,KLH,0
Perak,N.48,AYER KUNING,SALMAH BINTI AB LATIFF,PAS,2,19,15.6,0,P,KLH,0
Perak,N.48,AYER KUNING,"DATO' SAMSUDIN ABU HASSAN",BN,9,19,47.64,1,L,MNG,0
Perak,N.49,SUNGAI MANIK,DR MUSTAPA KAMAL BIN MAULUT,BERJASA,169,20,0.81,0,L,HD,0
Perak,N.49,SUNGAI MANIK,"DATO' ZAINOL FADZI PAHARUDIN",BN,9,20,44.48,1,L,MNG,0
Perak,N.49,SUNGAI MANIK,MOHAMAD MAHARANI,PKR,7,20,35.17,0,L,KLH,0
Perak,N.49,SUNGAI MANIK,CIKGU YUSOFF,PAS,4,20,19.54,0,L,KLH,0
Perak,N.50,KAMPONG GAJAH,DATUK DR WAN NORASHIKIN BINTI WAN NOORDIN,BN,11,22,48.86,1,P,MNG,0
Perak,N.50,KAMPONG GAJAH,CIKGU ZAITON,PKR,3,22,17.11,0,P,KLH,0
Perak,N.50,KAMPONG GAJAH,USTAZ MUSTAFA SHAARI,PAS,7,22,34.03,0,L,KLH,0
Perak,N.51,PASIR PANJANG,"DATO' RASHIDI IBRAHIM",BN,12,34,37.06,0,L,KLH,0
Perak,N.51,PASIR PANJANG,HAJJAH ROHAWATI ABIDIN,PAS,7,34,22.39,0,P,KLH,0
Perak,N.51,PASIR PANJANG,CIKGU YAHAYA,PKR,14,34,40.56,1,L,MNG,0
Perak,N.52,PANGKOR,"DATO' SERI DIRAJA DR ZAMBRY ABD KADIR",BN,8,18,44.64,1,L,MNG,0
Perak,N.52,PANGKOR,USTAZ ZAINAL ABIDIN SAAD,PAS,3,18,19.38,0,L,KLH,0
Perak,N.52,PANGKOR,KOMANDER (B) NORDIN,PKR,6,18,35.98,0,L,KLH,0
Perak,N.53,RUNGKUP,SHAHRUL ZAMAN BIN YAHYA,BN,6,12,52.57,1,L,MNG,0
Perak,N.53,RUNGKUP,HATIM BIN MUSA,PKR,3,12,27.86,0,L,KLH,0
Perak,N.53,RUNGKUP,CIKGU MD MUKRI,PAS,2,12,19.57,0,L,KLH,0
Perak,N.54,HUTAN MELINTANG,MANIVANAN GOWIN,PKR,10,24,42,0,L,KLH,0
Perak,N.54,HUTAN MELINTANG,USTAZ MISBAH,PAS,3,24,12.95,0,L,KLH,0
Perak,N.54,HUTAN MELINTANG,KHAIRUDDIN BIN TARMIZI,BN,10,24,45.05,1,L,MNG,0
Perak,N.55,PASIR BEDAMAR,KONG SUN CHIN,BN,4,25,19.54,0,L,KLH,0
Perak,N.55,PASIR BEDAMAR,S. KUMARESAN,PAS,939,25,3.7,0,L,HD,0
Perak,N.55,PASIR BEDAMAR,TERENCE NAIDU,PKR,19,25,76.76,1,L,MNG,0
Perak,N.56,CHANGKAT JONG,MOHD AZHAR BIN JAMALUDDIN,BN,11,28,39.77,1,L,MNG,0
Perak,N.56,CHANGKAT JONG,FAIZUL ISMAIL,PKR,11,28,39.54,0,L,KLH,0
Perak,N.56,CHANGKAT JONG,HJ. AZHAR RAFIEI,PAS,5,28,20.69,0,L,KLH,0
Perak,N.57,SUNGKAI,APPALASAMY A/L JETAKIAH,PAS,505,13,3.8,0,L,HD,0
Perak,N.57,SUNGKAI,"DATO' V. ELANGO",BN,3,13,23.64,0,L,KLH,0
Perak,N.57,SUNGKAI,A. SIVANESAN,PKR,9,13,72.56,1,L,MNG,0
Perak,N.58,SLIM,USTAZ ZULFADLI ZAINAL,PAS,4,18,22.09,0,L,KLH,0
Perak,N.58,SLIM,"DATO' KHUSAIRI TALIB",BN,8,18,44.83,1,L,MNG,0
Perak,N.58,SLIM,MOHD AMRAN IBRAHIM,PKR,6,18,33.08,0,L,KLH,0
Perak,N.59,BEHRANG,USTAZ SAYED ZAMZURI,PAS,3,22,14.84,0,L,KLH,0
Perak,N.59,BEHRANG,DATO HJH RUSNAH KASSIM,BN,9,22,41.67,0,P,KLH,0
Perak,N.59,BEHRANG,AMINUDDIN ZULKIPLI,PKR,9,22,43.49,1,L,MNG,0
Perlis,N.01,TITI TINGGI,KAMIS BIN HJ YUB,PAS,2,7,29.35,0,L,KLH,PENIAGA
Perlis,N.01,TITI TINGGI,YAACOB BIN MAN,BEBAS - KUNCI,132,7,1.69,0,L,HD,0
Perlis,N.01,TITI TINGGI,TEH CHAI AAN,BN,2,7,35.39,1,L,MNG,BERNIAGA
Perlis,N.01,TITI TINGGI,TEH SENG CHUAN,PKR,2,7,33.57,0,L,KLH,PENIAGA
Perlis,N.02,BESERI,WAN KHARIZAL,PKR,2,6,35.88,0,L,KLH,TIADA
Perlis,N.02,BESERI,RUZAINI BIN RAIS,BN,2,6,41.94,1,L,MNG,AHLI PERNIAGAAN
Perlis,N.02,BESERI,UST . AZAMHARI,PAS,1,6,22.18,0,L,KLH,TIADA
Perlis,N.03,CHUPING,POZIYAH BINTI HAMZAH,PKR,2,8,30.1,0,P,KLH,-
Perlis,N.03,CHUPING,HJ MOHD ALI PUTEH,PAS,1,8,23.48,0,L,KLH,TIADA
Perlis,N.03,CHUPING,ASMAIZA BINTI AHMAD,BN,3,8,46.42,1,P,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI PERLIS
Perlis,N.04,MATA AYER,CIKGU MOHAMMAD,PAS,1,6,24.59,0,L,KLH,PESARA
Perlis,N.04,MATA AYER,LT KOL (B) HJ AZHAR BIN HJ OMAR,PKR,1,6,31.86,0,L,KLH,PESARA
Perlis,N.04,MATA AYER,SITI BERENEE BINTI YAHAYA,BN,2,6,43.54,1,P,MNG,TIADA
Perlis,N.05,SANTAN,CIKGU MAZLINA CHE YOB,PKR,2,7,29.14,0,P,KLH,PESARA
Perlis,N.05,SANTAN,AZIZAN BIN SULAIMAN,BN,3,7,42.18,1,L,MNG,TIADA
Perlis,N.05,SANTAN,BAHARUDDIN AHMAD,PAS,2,7,28.68,0,L,KLH,TIADA
Perlis,N.06,BINTONG,"DATO' SERI AZLAN MAN",BN,3,9,40.59,1,L,MNG,MENTERI BESAR
Perlis,N.06,BINTONG,MERI @ MOKHTAR CHE KASSIM,PKR,3,9,31.97,0,L,KLH,AHLI PERNIAGAAN
Perlis,N.06,BINTONG,ABD JAMIL,PAS,2,9,27.44,0,L,KLH,TIADA
Perlis,N.07,SENA,ASRUL NIZAN BIN ABD JALIL,PKR,4,9,42.07,1,L,MNG,TIADA
Perlis,N.07,SENA,USTAZ FAKHRUL ANWAR,PAS,1,9,19.02,0,L,KLH,TIADA
Perlis,N.07,SENA,AZIHANI BINTI ALI,BN,3,9,38.91,0,P,KLH,TIADA
Perlis,N.08,INDERA KAYANGAN,GAN AY LING,PKR,5,8,57.71,1,P,MNG,-
Perlis,N.08,INDERA KAYANGAN,CIKGU WAN HASSAN,PAS,1,8,21.08,0,L,KLH,TIADA
Perlis,N.08,INDERA KAYANGAN,CHUAH TIAN HEE,BN,1,8,21.21,0,L,KLH,BERNIAGA
Perlis,N.09,KUALA PERLIS,CIKGU AZAM,BN,2,8,36.05,0,L,KLH,0
Perlis,N.09,KUALA PERLIS,AZAM KARAP,PKR,4,8,51.13,1,L,MNG,TIADA
Perlis,N.09,KUALA PERLIS,MOHAMAD FUAT,PAS,1,8,12.82,0,L,KLH,TIADA
Perlis,N.10,KAYANG,HAMIZAN BIN HASSAN,BN,3,7,41.09,1,L,MNG,-
Perlis,N.10,KAYANG,HJ. RADZI HASSAN,PAS,1,7,23.27,0,L,KLH,TIADA
Perlis,N.10,KAYANG,ABDUL HANNAAN BIN KHAIRY,PKR,2,7,35.63,0,L,KLH,TIADA
Perlis,N.11,PAUH,AMEIR LAWYER,PKR,3,9,37.72,0,L,KLH,-
Perlis,N.11,PAUH,USTAZ IDRIS,PAS,2,9,22.99,0,L,KLH,PESARA
Perlis,N.11,PAUH,ROZIEANA BINTI AHMAD,BN,3,9,39.29,1,P,MNG,TIADA
Perlis,N.12,TAMBUN TULANG,ISMAIL KASIM (CHU),BN,4,8,45.82,1,L,MNG,TIADA
Perlis,N.12,TAMBUN TULANG,MATON BIN DIN,PKR,2,8,32.32,0,L,KLH,AHLI PERNIAGAAN
Perlis,N.12,TAMBUN TULANG,DR. ABU BAKAR,PAS,1,8,21.85,0,L,KLH,TIADA
Perlis,N.13,GUAR SANJI,USTAZ MOHD RIDZUAN,PAS,3,7,42.19,1,L,MNG,TIADA
Perlis,N.13,GUAR SANJI,KAK IDA,PKR,1,7,19.94,0,P,KLH,-
Perlis,N.13,GUAR SANJI,AFIFI BIN OSMAN,BN,2,7,37.87,0,L,KLH,TIADA
Perlis,N.14,SIMPANG EMPAT,"RUS'SELE EIZAN",PAS,2,6,35.28,0,L,KLH,PESARA
Perlis,N.14,SIMPANG EMPAT,NURULHISHAM BIN YAAKOB,BN,2,6,36.46,1,L,MNG,AHLI MESYUARAT KERAJAAN NEGERI PERLIS
Perlis,N.14,SIMPANG EMPAT,DR. HAKIM,PKR,1,6,28.27,0,L,KLH,DOKTOR PERGIGIAN (KLINIK PERGIGIAN SWASTA)
Perlis,N.15,SANGLANG,USTAZ ZOLKHARNAIN ABIDIN,PKR,1,7,18.94,0,L,KLH,PESARA
Perlis,N.15,SANGLANG,CIKGU SHUKRI,PAS,2,7,40.82,1,L,MNG,PESARA
Perlis,N.15,SANGLANG,CHE ZAIDI BIN SAIDIN,BN,2,7,40.24,0,L,KLH,TIADA
Selangor,N.01,SUNGAI AIR TAWAR,HAJI ZAMRI BIN YAHYA,PAS,3,13,29.93,0,L,KLH,TIADA
Selangor,N.01,SUNGAI AIR TAWAR,RIZAM,BN,5,13,40.71,1,L,MNG,PENIAGA
Selangor,N.01,SUNGAI AIR TAWAR,MOHD HAMIZAR BIN SULAIMAN,PKR,3,13,29.36,0,L,KLH,TIADA
Selangor,N.02,SABAK,SALLEHUDDIN,BN,6,20,34.23,0,L,KLH,JURUNILAI
Selangor,N.02,SABAK,AHMAD MUSTAIN BIN OTHMAN,PKR,6,20,34.88,1,L,MNG,PENIAGA
Selangor,N.02,SABAK,USTAZ HAJI SALLEHEN BIN MUKHYI,PAS,6,20,30.89,0,L,KLH,TIADA
Selangor,N.03,SUNGAI PANJANG,MOHD IMRAN BIN TAMRIN,BN,10,25,40.54,1,L,MNG,PEGUAM
Selangor,N.03,SUNGAI PANJANG,USTAZAH MARIAM,PKR,8,25,32.52,0,P,KLH,TIADA
Selangor,N.03,SUNGAI PANJANG,USTAZ MOHD RAZALI BIN SAARI,PAS,6,25,26.95,0,L,KLH,PENDAKWAH
Selangor,N.04,SEKINCHAN,NG SUEE LIM,PKR,7,15,51.62,1,L,MNG,-
Selangor,N.04,SEKINCHAN,USTAZ HAJI MOHD FADLIN BIN TASLIMIN,PAS,2,15,15.43,0,L,KLH,BEKERJA SENDIRI
Selangor,N.04,SEKINCHAN,LEE YEE YUAN,BN,5,15,32.95,0,L,KLH,-
Selangor,N.05,HULU BERNAM,HAJI AMRAN SAKIR,PKR,8,18,43.18,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.05,HULU BERNAM,SALLEH RI,PAS,2,18,13.54,0,L,KLH,TIADA
Selangor,N.05,HULU BERNAM,DATUK ROSNI BINTI SOHAR,BN,8,18,43.28,1,P,MNG,TIADA
Selangor,N.06,KUALA KUBU BAHARU,WONG KOON MUN,BN,6,24,28.58,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.06,KUALA KUBU BAHARU,LEE KEE HIONG,PKR,14,24,57.85,1,P,MNG,-
Selangor,N.06,KUALA KUBU BAHARU,NAHARUDIN BIN ABDUL RASHID,PAS,3,24,13.56,0,L,KLH,-
Selangor,N.07,BATANG KALI,DATUK HJ MAT NADZARI BIN AHMAD DAHLAN,BN,13,42,31.36,0,L,KLH,TIADA
Selangor,N.07,BATANG KALI,HARUMAINI BIN HAJI OMAR,PKR,21,42,51.08,1,L,MNG,-
Selangor,N.07,BATANG KALI,HJ MD HASNIZAN HARUN,PAS,7,42,17.57,0,L,KLH,-
Selangor,N.08,SUNGAI BURONG,"DATO' HJ. MOHD SHAMSUDIN",BN,8,20,42.69,1,L,MNG,BEKERJA SENDIRI
Selangor,N.08,SUNGAI BURONG,USTAZ DR. ZAMRI MANTOP,PAS,6,20,31.31,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.08,SUNGAI BURONG,MOHD TARMIZI BIN LAZIM,PKR,5,20,26,0,L,KLH,TIADA
Selangor,N.09,PERMATANG,ROZANA ZAINAL ABIDIN,PKR,9,20,46.03,1,P,MNG,0
Selangor,N.09,PERMATANG,MUHAMMAD JAFARUDIN BIN SHEIK DAUD,PAS,2,20,13.73,0,L,KLH,0
Selangor,N.09,PERMATANG,DATUK SULAIMAN RAZAK,BN,8,20,40.24,0,L,KLH,BEKERJA SENDIRI
Selangor,N.10,BUKIT MELAWATI,JAKIRAN BIN JACOMAH,BN,8,22,36.86,0,L,KLH,TIADA
Selangor,N.10,BUKIT MELAWATI,CIKGU RASHID,PAS,3,22,14.39,0,L,KLH,TIADA
Selangor,N.10,BUKIT MELAWATI,JUWAIRIYA ZULKIFLI,PKR,11,22,48.75,1,P,MNG,0
Selangor,N.11,IJOK,KUMARAN A/L TAMIL DASSEN,PRM,76,19,0.39,0,L,HD,0
Selangor,N.11,IJOK,KR. PARTHIBAN,BN,6,19,34.46,0,L,KLH,0
Selangor,N.11,IJOK,IDRIS BIN AHMAD,PKR,8,19,45.18,1,L,MNG,0
Selangor,N.11,IJOK,JEFRI BIN MEJAN,PAS,3,19,19.98,0,L,KLH,TIADA
Selangor,N.12,JERAM,MOHD SHAID BIN ROSLI,PKR,7,17,40.94,1,L,MNG,0
Selangor,N.12,JERAM,USTAZ MOHD NOOR,PAS,4,17,24.99,0,L,KLH,PENDAKWAH BEBAS
Selangor,N.12,JERAM,CIKGU ZAHAR,BN,5,17,34.06,0,L,KLH,TIADA
Selangor,N.13,KUANG,DATUK ABDUL SHUKUR BIN IDRUS,BN,6,22,30.98,0,L,KLH,BEKERJA SENDIRI
Selangor,N.13,KUANG,USTAZ MOHD FAUZAN MADZLAN,PAS,5,22,25.16,0,L,KLH,TIADA
Selangor,N.13,KUANG,SALLEH AMIRUDDIN,PKR,9,22,43.67,1,L,MNG,0
Selangor,N.13,KUANG,MOHD RAFIE BIN MOHAMMAD ARIF,PRM,44,22,0.2,0,L,HD,PENGUSAHA BENGKEL KENDERAAN
Selangor,N.14,RAWANG,KONG TUCK WAH,PAS,2,38,5.8,0,L,HD,TIADA
Selangor,N.14,RAWANG,Sr. AZMAN BIN MOHD. NOOR,BEBAS - BUKU,644,38,1.65,0,L,HD,BEKERJA SENDIRI
Selangor,N.14,RAWANG,CHUA WEI KIAT,PKR,29,38,76.91,1,L,MNG,0
Selangor,N.14,RAWANG,CHAN WUN HOONG,BN,6,38,15.63,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.15,TAMAN TEMPLER,ZAIDY BIN ABDUL TALIB,PAS,10,36,28.58,0,L,KLH,TIADA
Selangor,N.15,TAMAN TEMPLER,"DATO' Ir HJ MD NASIR BIN IBRAHIM",BN,7,36,20.72,0,L,KLH,JURUTERA
Selangor,N.15,TAMAN TEMPLER,KOH SWE YONG,PRM,82,36,0.22,0,L,HD,GURU
Selangor,N.15,TAMAN TEMPLER,MOHD SANY HAMZAN,PKR,18,36,50.18,1,L,MNG,KERJA SENDIRI
Selangor,N.15,TAMAN TEMPLER,DR. RAJANDRAN,PAP,108,36,0.3,0,L,HD,0
Selangor,N.16,SUNGAI TUA,BADRUL ACONG,BEBAS - KUNCI,268,28,0.95,0,L,HD,BEKERJA SENDIRI
Selangor,N.16,SUNGAI TUA,DATUK N. RAWISANDRAN,BN,6,28,21.44,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.16,SUNGAI TUA,USTAZ MAD CHINA,PAS,4,28,16,0,L,KLH,SENDIRI
Selangor,N.16,SUNGAI TUA,AMIRUDIN SHARI,PKR,17,28,61.61,1,L,MNG,AHLI POLITIK
Selangor,N.17,GOMBAK SETIA,MEGAT ZULKARNAIN BIN OMARDIN,BN,11,47,23.63,0,L,KLH,SENATOR
Selangor,N.17,GOMBAK SETIA,HILMAN IDHAM,PKR,24,47,51.37,1,L,MNG,AHLI POLITIK
Selangor,N.17,GOMBAK SETIA,USTAZ HASBULLAH RIDZWAN,PAS,11,47,25,0,L,KLH,TIADA
Selangor,N.18,HULU KELANG,USTAZ FARHAN @ KAMALULHYSHAM,PAS,7,43,17.32,0,L,KLH,TIADA
Selangor,N.18,HULU KELANG,ISMAIL BIN AHMAD,BN,10,43,23.78,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.18,HULU KELANG,SAARI BIN SUNGIB,PKR,25,43,58.89,1,L,MNG,0
Selangor,N.19,BUKIT ANTARABANGSA,SHARIFAH HASLIZAH BINTI SYED ARIFFIN,PAS,2,38,5.96,0,P,HD,BEKERJA SENDIRI
Selangor,N.19,BUKIT ANTARABANGSA,DIVA AA,BEBAS - GAJAH,90,38,0.23,0,L,HD,PENERBIT PENGACARA HIBURAN
Selangor,N.19,BUKIT ANTARABANGSA,"DATO' SERI AZMIN ALI",PKR,30,38,79.64,1,L,MNG,DATO MENTERI BESAR SELANGOR
Selangor,N.19,BUKIT ANTARABANGSA,SALWA HJ. YUNUS,BN,5,38,13.87,0,P,KLH,AKAUNTAN
Selangor,N.19,BUKIT ANTARABANGSA,AHMAD BIN KAMARUDIN,PRM,116,38,0.3,0,L,HD,BEKERJA SENDIRI
Selangor,N.20,LEMBAH JAYA,KHASIM BIN ABDUL AZIZ,PAS,7,37,19.48,0,L,KLH,BEKERJA SENDIRI
Selangor,N.20,LEMBAH JAYA,HANIZA TALHA,PKR,22,37,59.6,1,P,MNG,TIADA
Selangor,N.20,LEMBAH JAYA,NORIZWAN,PRM,177,37,0.47,0,L,HD,TIADA
Selangor,N.20,LEMBAH JAYA,MUHAMAD NIZAM,BN,7,37,20.45,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.21,PANDAN INDAH,IZHAM BIN HASHIM,PKR,24,40,60.83,1,L,MNG,AHLI PERNIAGAAN
Selangor,N.21,PANDAN INDAH,"DATO' ISKANDAR A. SAMAD",PAS,7,40,18.35,0,L,KLH,BEKERJA SENDIRI
Selangor,N.21,PANDAN INDAH,DATUK HAJI HANIFF BIN KOSLAN,BN,8,40,20.82,0,L,KLH,BERNIAGA
Selangor,N.22,TERATAI,BEN LIEW POK BOON,BN,4,44,10.68,0,L,HD,PENIAGA
Selangor,N.22,TERATAI,JENICE LEE YING HA,PRM,529,44,1.18,0,P,HD,BUSINESS
Selangor,N.22,TERATAI,IRMAN WAHAB,PAS,5,44,11.22,0,L,HD,BEKERJA SENDIRI
Selangor,N.22,TERATAI,LAI WAI CHONG (BRYAN),PKR,34,44,76.91,1,L,MNG,0
Selangor,N.23,DUSUN TUA,HAJI MOHD ZIN BIN ISA,BN,11,41,28.34,0,L,KLH,0
Selangor,N.23,DUSUN TUA,EDRY FAIZAL,PKR,22,41,53.16,1,L,MNG,AHLI MAJLIS
Selangor,N.23,DUSUN TUA,RAZALY BIN HASSAN,PAS,7,41,18.5,0,L,KLH,0
Selangor,N.24,SEMENYIH,DATUK HAJI JOHAN BIN ABD AZIZ,BN,14,46,31.34,0,L,KLH,0
Selangor,N.24,SEMENYIH,HAJI MAD SHAHMIOUR MAT KOSIM,PAS,6,46,15.09,0,L,KLH,0
Selangor,N.24,SEMENYIH,ARUL,PSM,1,46,2.8,0,L,HD,0
Selangor,N.24,SEMENYIH,BAKHTIAR BIN MOHD NOR,PKR,23,46,50.76,1,L,MNG,0
Selangor,N.25,KAJANG,HEE LOY SIAN,PKR,39,54,71.59,1,L,MNG,0
Selangor,N.25,KAJANG,DENNIS WAN,PRM,103,54,0.19,0,L,HD,0
Selangor,N.25,KAJANG,TEH YEOW MENG,BN,7,54,13.01,0,L,KLH,0
